OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
159962,04092025237,Publix 1551 Produce,9640 Leesvile RD ,,RALEIGH,NC,27613,(919) 848-3480,2018-11-26T00:00:00.000Z,Food Stand,17168,-78.72728627,35.90563318,M
159963,04092016487,PEACE CHINA,13220 Strickland  RD ,Ste 167,RALEIGH,NC,27613,(919) 676-9968,2013-08-14T00:00:00.000Z,Restaurant,13619,-78.72593809,35.90878313,M
159964,04092018006,Publix 1551 Deli,9640 Leesville RD ,,Raleigh,NC,27613,(919) 848-3480,2018-11-26T00:00:00.000Z,Restaurant,18320,-78.72728627,35.90563318,M
159965,04092021841,HILBURN EXXON DELI,6700 HILBURN DR.,,RALEIGH,NC,27613,,2015-04-02T00:00:00.000Z,Food Stand,8425,-78.71533723,35.87241553,M
159966,04092016372,ORCHID JAPANESE RESTAURANT,7432 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 890-5345,2013-02-13T00:00:00.000Z,Restaurant,21160,-78.67820041,35.88787167,M
159967,04092025268,Harris Teeter #495 Produce,8345 CREEDMOOR RD,,RALEIGH,NC,27613,,2019-07-15T00:00:00.000Z,Food Stand,15274,-78.68223183,35.90105252,M
159968,04092015576,TROPICAL SMOOTHIE CAFE,8111-157 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 803-5991,2010-03-03T00:00:00.000Z,Restaurant,6415,-78.68081035,35.89754797,M
159969,04092025165,MEGA PIZZA,9101 LEESVILLE RD ,STE 125,RALEIGH,NC,27613,(919) 592-0606,2018-03-20T00:00:00.000Z,Food Stand,15187,-78.72548207,35.8967595,M
159970,04092017742,CREEDMOOR CAFE,8315 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 848-4804,2017-11-27T00:00:00.000Z,Restaurant,20274,-78.68223183,35.90105252,M
159971,04092015817,CHOW,8311 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 841-4995,2010-11-10T00:00:00.000Z,Restaurant,9241,-78.68223183,35.90105252,M
159972,04092014856,Schiano's Pizza Pasta & Grill #2,13220 Strickland  RD ,Ste. 164,RALEIGH,NC,27613,(919) 847-3238,2007-04-27T00:00:00.000Z,Restaurant,13147,-78.72593809,35.90878313,M
159973,04092021919,LITTLE CAESARS,4800-101 GROVE BARTON RD ,,RALEIGH,NC,27613,(984) 200-7790,2015-12-14T00:00:00.000Z,Food Stand,20444,-78.71545151,35.87066085,M
159974,04092018144,Harris Teeter #495 Starbucks,8345 Creedmoor RD ,,RALEIGH,NC,27613,,2019-06-18T00:00:00.000Z,Restaurant,17584,-78.68223183,35.90105252,M
159975,04092017960,THE PICKLED ONION,8511 CANTILEVER WAY ,STE 105,RALEIGH,NC,27613,(919) 977-0031,2018-10-18T00:00:00.000Z,Restaurant,20739,-78.73779147,35.88567278,M
159976,04092021643,FOOD LION #2199 DELI,12345 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 846-3589,2011-01-20T00:00:00.000Z,Food Stand,7439,-78.7027985,35.90556188,M
159977,04092018163,DUNKIN' #347603,13240 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 890-0089,2019-08-28T00:00:00.000Z,Restaurant,20448,-78.72644553,35.90762735,M
159978,04092018097,SHISH KABOB,9101 LEESVILLE  RD ,STE 141,RALEIGH,NC,27613,(919) 848-1211,2019-05-06T00:00:00.000Z,Restaurant,18850,-78.72548207,35.8967595,M
159979,04092014114,The Handy Kitchen,9101-113 Leesville Rd,,RALEIGH,NC,27613,(919) 518-1063,2004-08-12T00:00:00.000Z,Restaurant,19800,-78.7231695,35.89661733,M
159980,04092016611,DESPINA'S CAFE,8369 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 848-5007,2014-01-23T00:00:00.000Z,Restaurant,13166,-78.68223183,35.90105252,M
159981,04092016255,BOTTLE MIXX,8111 CREEDMOOR RD ,STE 153,RALEIGH,NC,27613,(919) 615-1703,2012-09-11T00:00:00.000Z,Restaurant,16676,-78.68248786,35.89850336,M
159982,04092021854,FOOD LION #536 PRODUCE,9101 LEESVILLE RD ,,RALEIGH,NC,27613,(919) 848-6082,2015-06-02T00:00:00.000Z,Food Stand,20718,-78.72548207,35.8967595,M
159983,04092013342,Las Palmas III,9820 - 170 Leesville Rd ,,RALEIGH,NC,27613,(919) 845-4779,2001-06-13T00:00:00.000Z,Restaurant,821,-78.72831856,35.90723512,M
159984,04092015975,LYNNWOOD GRILL,4821 GROVE BARTON  RD ,STE 101,RALEIGH,NC,27613,(919) 785-0043,2011-06-01T00:00:00.000Z,Restaurant,12247,-78.71709222,35.8704333,M
159985,04092110536,Barton Pond Elementary School Cafeteria,12004 STRICKLAND RD,,RALEIGH,NC,27613,,2019-08-14T00:00:00.000Z,Public School Lunchrooms,14935,-78.6960257,35.90792528,M
159986,04092017152,ARBYS #6657,9221 FAIRBANKS RD ,,RALEIGH,NC,27613,(919) 329-2768,2016-02-22T00:00:00.000Z,Restaurant,15574,-78.72644123,35.89837825,M
159987,04092013613,Backyard Burgers #1130,13250 Strickland RD ,,RALEIGH,NC,27613,(919) 847-7098,2002-07-10T00:00:00.000Z,Restaurant,684,-78.72644553,35.90762735,M
159988,04092015028,Jersey Mike's Subs #3008-B,8111-107 Creedmoor RD ,,RALEIGH,NC,27613,(919) 870-6003,2007-12-12T00:00:00.000Z,Restaurant,19601,-78.68081035,35.89754797,M
159989,04092017027,CAPITAL OAKS CULINARY & DINING SERVICES,6498 RAY RD ,,RALEIGH,NC,27613,(919) 784-0099,2015-09-17T00:00:00.000Z,Restaurant,19938,-78.69653255,35.86810514,M
159990,04092021655,JET'S PIZZA,8365-150 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 845-3337,2011-02-18T00:00:00.000Z,Food Stand,12072,-78.68121111,35.90145693,M
159991,04092015317,FIVE GUYS BURGERS & FRIES,"8107 CREEDMOOR RD, STE 100",,RALEIGH,NC,27613,(919) 844-7057,2009-01-05T00:00:00.000Z,Restaurant,9546,-78.68116797,35.89788799,M
159992,04092025269,Harris Teeter #495 Meat/Seafood,8345 CREEDMOOR RD,,RALEIGH,NC,27613,,2019-07-15T00:00:00.000Z,Food Stand,16724,-78.68223183,35.90105252,M
159993,04092021389,Seven Oaks Swim Club Concession Stand,2500 Howard RD ,,RALEIGH,NC,27613,(919) 848-8313,2006-06-20T00:00:00.000Z,Food Stand,13182,-78.68103734,35.89083549,M
159994,04092020965,Food Lion #1557 Deli/Bakery ,4827 Grove Barton Rd ,,RALEIGH,NC,27613,(919) 781-4437,2000-07-01T00:00:00.000Z,Food Stand,19987,-78.71866323,35.869194,M
159995,04092017144,MOE'S #100810,8111-101 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 803-0542,2016-01-29T00:00:00.000Z,Restaurant,16791,-78.68081035,35.89754797,M
159996,04092141831,LEESVILLE RD HS OUTDOOR CONCESSIONS,8409 LEESVILLE RD ,,RALEIGH,NC,27613,(919) 426-6411,2019-08-08T00:00:00.000Z,Limited Food Service,9010,-78.71777873,35.88906496,M
159997,04092017179,DUCK DONUTS,8323 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 847-8300,2016-03-08T00:00:00.000Z,Restaurant,8383,-78.68223183,35.90105252,M
159998,04092018071,Nancy's Pizzeria,8111-137 Creedmoor RD ,,RALEIGH,NC,27613,(919) 870-9777,2019-03-14T00:00:00.000Z,Restaurant,18370,-78.68081035,35.89754797,M
159999,04092015690,PANDA WOK,8521  CANTILEVER WAY ,Ste 105,RALEIGH,NC,27613,(919) 792-2588,2010-08-12T00:00:00.000Z,Restaurant,8099,-78.73779147,35.88567278,M
160000,04092016163,FLYING BURRITO,4800 GROVE BARTON RD ,,RALEIGH,NC,27613,(919) 785-2734,2012-04-18T00:00:00.000Z,Restaurant,4680,-78.71583123,35.87110639,M
160001,04092021877,FOOD LION #1557 PRODUCE,4827 GROVE BARTON RD ,,RALEIGH,NC,27613,(919) 781-4437,2015-09-17T00:00:00.000Z,Food Stand,11877,-78.71866323,35.869194,M
160002,04092018129,MAUDE'S GARDEN AND COFFEE,12333 STRICKLAND RD ,SUITE 100,RALEIGH,NC,27613,(919) 232-8321,2019-06-17T00:00:00.000Z,Restaurant,21657,-78.7027985,35.90556188,M
160003,04092015089,BRUEGGERS BAGELS #143,7550-106 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 848-4902,2008-03-28T00:00:00.000Z,Restaurant,21663,-78.67969753,35.88944343,M
160004,04092016641,DeM0'S PIZZERIA & DELI,222-121 GLENWOOD AVE ,,RALEIGH,NC,27613,(919) 754-1050,2014-03-13T00:00:00.000Z,Restaurant,8168,-78.64733509,35.78392898,M
160005,04092014033,Assaggio's,3501 W Millbrook Rd ,,RALEIGH,NC,27613,(919) 785-2088,2004-04-23T00:00:00.000Z,Restaurant,5514,-78.71057186,35.86327461,M
160006,04092015201,Tony's Pizza,8111 ROWLOCK  WAY ,SUITE C-1,RALEIGH,NC,27613,(919) 571-3588,2008-08-21T00:00:00.000Z,Restaurant,4710,-78.73779147,35.88567278,M
160007,04092300192,Food Lion #536 Meat Market ,9101 - 107 Leesville Rd,,RALEIGH,NC,27613,,2001-01-01T00:00:00.000Z,Meat Market,2076,0,0,U
160008,04092018161,DUNKIN' #348561,8201 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 847-0245,2019-08-27T00:00:00.000Z,Restaurant,21739,-78.68124026,35.89863695,M
160009,04092017084,THE RALEIGH GRANDE CINEMA,4840 GROVE BARTON RD ,,RALEIGH,NC,27613,(919) 788-9000,2015-11-16T00:00:00.000Z,Restaurant,18354,-78.71688545,35.87197649,M
160010,04092110094,Leesville High School Cafeteria,8409 Leesville Rd ,,RALEIGH,NC,27613,(919) 870-4265,1993-08-31T00:00:00.000Z,Public School Lunchrooms,3324,-78.71777873,35.88906496,M
160011,04092025230,Domino's #7431,13220-190 Strickland RD,,RALEIGH,NC,27613,(919) 676-6602,2018-12-17T00:00:00.000Z,Food Stand,18811,-78.72657103,35.90727261,M
160012,04092025236,Publix 1551 Seafood,9640 Leesville RD ,,RALEIGH,NC,27613,(919) 848-3480,2018-11-26T00:00:00.000Z,Food Stand,11419,-78.72728627,35.90563318,M
160013,04092017588,MCDONALDS #15546,3508 MILLBROOK RD ,,RALEIGH,NC,27613,(919) 781-3702,2017-05-01T00:00:00.000Z,Restaurant,13491,-78.71132967,35.86336735,M
160014,04092025238,Publix 1551 Meat,9640 Leesville RD ,,RALEIGH,NC,27613,(919) 848-3480,2018-11-26T00:00:00.000Z,Food Stand,15388,-78.72728627,35.90563318,M
160015,04092016757,LEESVILLE TAP ROOM,13200 STRICKLAND  RD ,STE 104,RALEIGH,NC,27613,(919) 870-1515,2014-09-15T00:00:00.000Z,Restaurant,16957,-78.72593809,35.90878313,M
160016,04092015813,CHAI'S ASIAN BISTRO,8347 CREEDMOOR  RD ,,RALEIGH,NC,27613,(919) 341-3715,2010-11-04T00:00:00.000Z,Restaurant,9653,-78.68223183,35.90105252,M
160017,04092110086,Leesville Middle-Elem. Sch. Cafeteria,8405 LEESVILLE RD ,,RALEIGH,NC,27613-1004,(919) 870-4165,1991-08-20T00:00:00.000Z,Public School Lunchrooms,2366,-78.71777873,35.88906496,M
160018,04092025267,Harris Teeter #495 Deli,8345 CREEDMOOR RD,,RALEIGH,NC,27613-1385,,2019-07-15T00:00:00.000Z,Food Stand,19920,-78.68223183,35.90105252,M
160019,04092011817,BURGER KING #6010,7300 CREEDMOOR RD ,,RALEIGH,NC,27613-1637,(919) 846-9002,1996-01-23T00:00:00.000Z,Restaurant,1031,-78.67905329,35.8865906,M
160020,04092020612,Harris Teeter #26 Deli,7400 CREEDMOOR RD,,RALEIGH,NC,27613-1639,(919) 848-1464,1994-05-24T00:00:00.000Z,Food Stand,220,-78.67820041,35.88787167,M
160021,04092020610,Harris Teeter #26 Produce ,7400 CREEDMOOR RD,,RALEIGH,NC,27613-1639,(919) 848-1464,1994-05-25T00:00:00.000Z,Food Stand,19056,-78.67820041,35.88787167,M
160022,04092011070,OUTBACK STEAKHOUSE #3440,7500 CREEDMOOR RD ,,RALEIGH,NC,27613-1641,(919) 846-3848,1992-08-10T00:00:00.000Z,Restaurant,772,-78.67924027,35.88823629,M
160023,04092012212,Starbucks #8270,7498 CREEDMOOR RD ,,RALEIGH,NC,27613-1664,(919) 846-0633,1998-03-25T00:00:00.000Z,Restaurant,1149,-78.67820041,35.88787167,M
160024,04092012079,Target Food Avenue Express,4841 GROVE BARTON RD,,RALEIGH,NC,27613-1900,(919) 785-1803,1997-07-11T00:00:00.000Z,Restaurant,15130,-78.71866323,35.869194,M
160025,04092013618,Subway #4331,9101 LEESVILLE RD ,,RALEIGH,NC,27613-4091,(919) 847-3559,2002-06-12T00:00:00.000Z,Restaurant,5159,-78.72548207,35.8967595,M
160026,04092021036,Food Lion #536 Deli ,9101 LEESVILLE RD ,,RALEIGH,NC,27613-4091,(919) 848-6082,2000-09-22T00:00:00.000Z,Food Stand,19988,-78.72548207,35.8967595,M
160027,04092110102,Hilburn Drive Elementary Cafeteria,7100 HILBURN DR ,,RALEIGH,NC,27613-4139,(919) 571-6818,1995-11-08T00:00:00.000Z,Public School Lunchrooms,3332,-78.71430503,35.87483873,M
160028,04092013354,Abbotswood Assisted Living Dining Services,7900 CREEDMOOR RD,,RALEIGH,NC,27613-4382,(919) 847-3202,2001-07-06T00:00:00.000Z,Restaurant,2081,-78.67950967,35.89545367,M
160029,04092011879,El Dorado #8,8111 CREEDMOOR RD ,ste.161,RALEIGH,NC,27613-4389,(919) 848-0788,1996-05-31T00:00:00.000Z,Restaurant,4391,-78.68248786,35.89850336,M
160030,04092010082,Brigs,8111 CREEDMOOR RD ,,RALEIGH,NC,27613-4389,(919) 870-0994,1991-05-03T00:00:00.000Z,Restaurant,4857,-78.68248786,35.89850336,M
160031,04092011108,Margauxs,8111 CREEDMOOR RD ,,RALEIGH,NC,27613-4389,(919) 846-9846,1993-03-18T00:00:00.000Z,Restaurant,149,-78.68248786,35.89850336,M
160032,04092013325,Harris Teeter #90 Deli,13210 STRICKLAND RD ,,RALEIGH,NC,27613-7536,(919) 676-0589,2001-07-02T00:00:00.000Z,Restaurant,5349,-78.72593809,35.90878313,M
160033,04092021059,Harris Teeter #90 Meat Market,13210 STRICKLAND RD ,,RALEIGH,NC,27613-7536,(919) 676-3534,2001-03-15T00:00:00.000Z,Food Stand,2077,-78.72593809,35.90878313,M
160034,04092021058,Harris Teeter #90 Produce ,13210 STRICKLAND RD ,,RALEIGH,NC,27613-7536,(919) 676-3534,2001-03-15T00:00:00.000Z,Food Stand,345,-78.72593809,35.90878313,M
160035,04092013595,Goodberry's #12,9870 Leesville RD ,,RALEIGH,NC,27613-7536,(847) 045-3,2002-05-24T00:00:00.000Z,Restaurant,483,-78.72831344,35.90771409,M
160036,04092016458,CRAZY FIRE MONGOLIAN GRILL,13200 Strickland  RD ,Suite 110,RALEIGH,NC,27613-7538,(919) 866-1700,2013-07-01T00:00:00.000Z,Restaurant,13101,-78.72593809,35.90878313,M
160037,04092013458,McDonald's,10100 LEESVILLE RD ,,RALEIGH,NC,27613-7541,(919) 841-9282,2001-11-21T00:00:00.000Z,Restaurant,5190,-78.72754368,35.90927982,M
160038,04092110119,Wakefield High School Cafeteria,2200 Wakefield Pines Dr,,RALEIGH,NC,27614,(919) 562-3635,1999-08-12T00:00:00.000Z,Public School Lunchrooms,5469,-78.56956472,35.94935929,M
160039,04092021223,Food Lion #1358 Deli,1121 Falls River Ave ,,RALEIGH,NC,27614,(919) 847-1640,2003-09-29T00:00:00.000Z,Food Stand,5571,-78.58940896,35.90603425,M
160040,04092018030,SERGIO'S PIZZA,13200 NEW FALLS OF NEUSE RD ,STE 161-163,RALEIGH,NC,27614,(919) 554-1000,2019-01-22T00:00:00.000Z,Restaurant,17806,-78.55981965,35.9407555,M
160041,04092141838,Durant Middle Concession Indoor,10401  Durant  RD ,,RALEIGH,NC,27614,(724) 640-9215,2019-09-11T00:00:00.000Z,Limited Food Service,20486,-78.58824109,35.90237202,M
160042,04092021569,HARRIS TEETER #367 MEAT/SEAFOOD,14520 JOHN REX  BLVD ,,RALEIGH,NC,27614,(919) 554-4167,2009-05-15T00:00:00.000Z,Food Stand,20452,-78.54281974,35.94700335,M
160043,04092015852,BANGKOK THAI,13200-131 NEW FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 554-7561,2010-12-22T00:00:00.000Z,Restaurant,13630,0,0,U
160044,04092160068,FALLS RIVER COURT (FOOD SERVICE),1130 FALLS RIVER  AVE ,,RALEIGH,NC,27614,(919) 844-2499,2009-01-29T00:00:00.000Z,Institutional Food Service,10885,-78.58705624,35.90683193,M
160045,04092017345,SUBWAY #25595,10760 Wakefield Commons DR ,Suite 103,RALEIGH,NC,27614,(919) 453-2783,2016-10-28T00:00:00.000Z,Restaurant,10783,-78.5408878,35.94279833,M
160046,04092110506,ABBOTTS CREEK ELEMENTARY CAFETERIA,9900 DURANT RD ,,RALEIGH,NC,27614,,2015-08-21T00:00:00.000Z,Public School Lunchrooms,18058,-78.57818214,35.90199471,M
160047,04092016457,ATRIA OAKRIDGE DINING,10810 SANDY OAK LN ,,RALEIGH,NC,27614,(919) 848-2088,2013-07-01T00:00:00.000Z,Restaurant,6407,-78.59303841,35.90822378,M
160048,04092016705,El Tapatio,13200 Falls of Neuse Road,Suite 167,RALEIGH,NC,27614,(919) 554-9697,2014-06-19T00:00:00.000Z,Restaurant,13787,-78.55981965,35.9407555,M
160049,04092021215,Food Lion #2534 Meat Market/Seafood,13200 New Falls Of Neuse Rd,,RALEIGH,NC,27614,(919) 562-8912,2003-09-04T00:00:00.000Z,Food Stand,15139,-78.55981965,35.9407555,M
160050,04092016762,THE HOP YARD,1141 FALLS RIVER AVE.,STE. 122,RALEIGH,NC,27614,(919) 971-0631,2014-09-24T00:00:00.000Z,Restaurant,14449,-78.58877443,35.90718863,M
160051,04092110118,Wakefield Middle Cafeteria,2300 Wakefield Pines Dr,,RALEIGH,NC,27614,(919) 562-3530,1999-08-11T00:00:00.000Z,Public School Lunchrooms,10581,-78.57023779,35.94593622,M
160052,04092021879,FOOD LION #1358 PRODUCE,1121 FALLS RIVER AVE ,,RALEIGH,NC,27614,(919) 847-1640,2015-09-18T00:00:00.000Z,Food Stand,10519,-78.58940896,35.90603425,M
160053,04092021894,FOOD LION #2534 PRODUCE,13200 NEW FALLS ON NEUSE RD ,,RALEIGH,NC,27614,(919) 562-8912,2015-10-21T00:00:00.000Z,Food Stand,10310,0,0,U
160054,04092013767,Bojangles # 31,10610 Durant Rd ,,RALEIGH,NC,27614,(919) 870-8002,2003-02-18T00:00:00.000Z,Restaurant,8932,-78.59121781,35.90586931,M
160055,04092015638,BRUNO,11211  GALLERIA  AVE ,,RALEIGH,NC,27614,(919) 435-6640,2010-05-26T00:00:00.000Z,Restaurant,13893,-78.54331441,35.94865826,M
160056,04092016880,D'S BOTTLE SHOP,13200-115 FALLS OF NEUSE ROAD,,RALEIGH,NC,27614,(984) 232-0355,2015-03-02T00:00:00.000Z,Restaurant,6895,-78.56097042,35.94169829,M
160057,04092017330,GALAXY FUN PARK,14460 FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 584-4000,2016-09-19T00:00:00.000Z,Restaurant,20003,-78.54362008,35.94386602,M
160058,04092018159,Dunkin Donuts #348408,13600  New Falls of Neuse RD ,,Raleigh,NC,27614,(919) 556-0335,2019-08-27T00:00:00.000Z,Restaurant,14912,-78.55751775,35.94316378,M
160059,04092017912,Holiday Inn Express & Suites Food Service,11400  COMMON OAKS DR ,,RALEIGH,NC,27614,(919) 570-5550,2018-08-31T00:00:00.000Z,Restaurant,8919,-78.54091064,35.95134484,M
160060,04092015051,Taza Grill #2,10940 Raven Ridge  RD ,,RALEIGH,NC,27614,(919) 845-7772,2008-01-25T00:00:00.000Z,Restaurant,9786,-78.59009973,35.90790792,M
160061,04092017686,THE PICKLED ONION,10750 WAKEFIELD COMMONS DR ,SUITE 107,RALEIGH,NC,27614,(919) 848-4161,2017-09-29T00:00:00.000Z,Restaurant,18544,-78.54123068,35.94195641,M
160062,04092014805,Mizu Sushi Steak Seafood,10750 Wakefield Commons DR ,Ste 101,RALEIGH,NC,27614,(919) 453-2875,2007-03-23T00:00:00.000Z,Restaurant,13492,-78.54123068,35.94195641,M
160063,04092017715,Pressed Sandwich House,10630-104 Durant RD ,,RALEIGH,NC,27614,(984) 269-5099,2017-11-06T00:00:00.000Z,Restaurant,18550,-78.59235176,35.90585466,M
160064,04092014152,Starbucks #2970,10760 Wakefield Commons DR ,Ste 109,RALEIGH,NC,27614,(919) 453-1010,2004-10-08T00:00:00.000Z,Restaurant,1230,-78.5408878,35.94279833,M
160065,04092015033,Jersey Mikes Subs,1121-105 Falls River AVE ,,RALEIGH,NC,27614,(919) 848-4343,2007-12-12T00:00:00.000Z,Restaurant,2402,-78.58829014,35.90616936,M
160066,04092015825,WAKEFIELD TAVERN,13200 NEW FALLS OF NEUSE RD ,STE 101,RALEIGH,NC,27614,(919) 554-0673,2010-11-18T00:00:00.000Z,Restaurant,9654,-78.55981965,35.9407555,M
160067,04092017554,KIWI CAFE AND SMOOTHIES,11211 GALLERIA AVE ,UNIT 103,RALEIGH,NC,27614,(919) 924-9213,2017-03-15T00:00:00.000Z,Restaurant,16609,-78.54331441,35.94865826,M
160068,04092016920,WAKE MED NORTH FALLS CAFE,10000 FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 350-1478,2015-05-07T00:00:00.000Z,Restaurant,16637,-78.5978446,35.90890852,M
160069,04092018012,13 Tacos & Taps,10511-119 Shadowlawn DR ,,RALEIGH,NC,27614,(919) 900-7203,2018-12-21T00:00:00.000Z,Restaurant,16667,-78.58941339,35.90833211,M
160070,04092015630,RIVER PUB,10940 RAVEN RIDGE  RD ,STE 104,RALEIGH,NC,27614,(919) 900-8302,2010-05-11T00:00:00.000Z,Restaurant,14805,-78.59009973,35.90790792,M
160071,04092030305,THE 13TH TACO (WCOD #568),10511-119 Shadowlawn DR ,,Raleigh,NC,27614,(919) 552-8868,2016-05-10T00:00:00.000Z,Mobile Food Units,21513,-78.58941339,35.90833211,M
160072,04092020869,Domino's Pizza # 7487,1121 -104 Falls River Ave ,,RALEIGH,NC,27614,(919) 870-1155,1999-03-29T00:00:00.000Z,Food Stand,616,-78.58829014,35.90616936,M
160073,04092021711,CRUIZERS #44,13250 NEW FALLS OF NEUSE  RD ,,RALEIGH,NC,27614,(919) 554-3148,2012-06-06T00:00:00.000Z,Food Stand,7882,-78.56042268,35.94164077,M
160074,04092017090,HONEYBAKED HAM & CAFE,14460-161 NEW FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 263-1796,2015-11-20T00:00:00.000Z,Restaurant,8839,0,0,U
160075,04092016517,MCDONALD'S #25393,2900 Wakefield Pines DR ,,RALEIGH,NC,27614,(919) 556-8677,2013-10-03T00:00:00.000Z,Restaurant,3114,-78.55962272,35.94210239,M
160076,04092014006,Subway #28785,10450-101 Durant Rd,,RALEIGH,NC,27614,(919) 844-1207,2004-03-25T00:00:00.000Z,Restaurant,19505,-78.58917492,35.90487993,M
160077,04092015148,Sake House Japanese Restaurant,1141 Falls River AVE ,Ste 128,RALEIGH,NC,27614,(919) 676-5788,2008-06-18T00:00:00.000Z,Restaurant,3311,-78.58877443,35.90718863,M
160078,04092160067,FALLS RIVER VILLAGE (FOOD SERVICE),1110  FALLS RIVER AVE ,,RALEIGH,NC,27614,(919) 844-9747,2009-01-29T00:00:00.000Z,Institutional Food Service,12576,-78.58734511,35.90599811,M
160079,04092017660,TASTE OF CHINA,14460 FALLS OF NEUSE RD ,SUITE 177,RALEIGH,NC,27614,(919) 488-3737,2017-08-11T00:00:00.000Z,Restaurant,21376,-78.54362008,35.94386602,M
160080,04092015973,MARCO'S PIZZA #8072,1141 FALLS RIVER AVE ,STE 108,RALEIGH,NC,27614,(919) 847-7775,2011-05-27T00:00:00.000Z,Restaurant,12538,-78.58877443,35.90718863,M
160081,04092030288,THE CORNER VENEZUELAN FOOD (WCID #539),various,,RALEIGH,NC,27614,(919) 539-6780,2015-09-04T00:00:00.000Z,Mobile Food Units,12805,0,0,U
160082,04092017995,APPLEBEE'S GRILL & BAR,7831 TARGET CIR ,,RALEIGH,NC,27614,(919) 872-2401,2018-12-13T00:00:00.000Z,Restaurant,16002,-78.57080589,35.8669538,M
160083,04092018224,The Pho Place,3607-117 FALLS RIVER  AVE ,,RALEIGH,NC,27614,(919) 900-7518,2019-11-07T00:00:00.000Z,Restaurant,19454,-78.56526166,35.93010621,M
160084,04092018220,Casa Cubana,10901 Forst Pines DR ,,Raleigh,NC,27614,(919) 435-8556,2019-11-06T00:00:00.000Z,Restaurant,19453,-78.54524907,35.9442777,M
160085,04092017460,THE MAC HOUSE,14460-167 NEW FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 263-8116,2016-11-07T00:00:00.000Z,Restaurant,21274,0,0,U
160086,04092110115,Wakefield Elementary Cafeteria,2400 Wakefield Pines Dr,,RALEIGH,NC,27614,(919) 562-3565,1999-06-30T00:00:00.000Z,Public School Lunchrooms,17192,-78.56641546,35.94649395,M
160087,04092015562,NANTUCKET GRILL,1145  FALLS RIVER AVE ,,RALEIGH,NC,27614,(919) 870-1955,2010-01-14T00:00:00.000Z,Restaurant,8039,-78.58877443,35.90718863,M
160088,04092014613,Fiesta Mexicana Restaurante,14460 New Falls Of Neuse Dr,,RALEIGH,NC,27614,(919) 453-1266,2006-05-22T00:00:00.000Z,Restaurant,12145,0,0,U
160089,04092014503,China Fu,1121-103 Falls River AVE,,RALEIGH,NC,27614,(919) 866-0009,2006-02-16T00:00:00.000Z,Restaurant,21095,-78.58829014,35.90616936,M
160090,04092013959,Milton's Pizza & Pasta,14520 New Falls of Neuse RD ,,RALEIGH,NC,27614,(919) 570-9099,2003-12-23T00:00:00.000Z,Restaurant,17306,-78.54213039,35.94426307,M
160091,04092110466,North Forest Pines Elem. Caf.,11501 Forest Pines DR ,,RALEIGH,NC,27614,(919) 570-2220,2007-07-10T00:00:00.000Z,Public School Lunchrooms,12046,-78.54699508,35.95343043,M
160092,04092016309,WAKEFIELD WINE CELLAR,13600 NEW FALLS OF NEUSE  RD ,,RALEIGH,NC,27614,(919) 412-9091,2012-11-26T00:00:00.000Z,Restaurant,12026,-78.55751775,35.94316378,M
160093,04092021568,HARRIS TEETER #367 PRODUCE,14520 JOHN REX BLVD ,,RALEIGH,NC,27614,(919) 554-4167,2009-05-15T00:00:00.000Z,Food Stand,4673,-78.54281974,35.94700335,M
160094,04092021567,HARRIS TEETER #367 DELI,14520 JOHN REX BLVD ,,RALEIGH,NC,27614,(919) 554-4167,2009-05-15T00:00:00.000Z,Food Stand,19248,-78.54281974,35.94700335,M
160095,04092015546,HAYASHI JAPANESE RESTAURANT,13200 NEW FALLS OF NUESE RD ,STE 105,RALEIGH,NC,27614,(919) 554-0508,2010-01-05T00:00:00.000Z,Restaurant,15581,-78.55981965,35.9407555,M
160096,04092016937,PIZZA HUT #9207,10911-111 RAVEN RIDGE RD ,,RALEIGH,NC,27614,(919) 847-7737,2015-05-28T00:00:00.000Z,Restaurant,17485,-78.59080305,35.90597894,M
160097,04092014542,Jellybeans,10701 Common Oaks Dr,,RALEIGH,NC,27614,(919) 562-2326,2006-03-24T00:00:00.000Z,Restaurant,20813,-78.54490677,35.94139537,M
160098,04092014687,Jumbo China,13200-121 New Falls of Neuse RD ,,RALEIGH,NC,27614,(919) 861-8858,2006-08-03T00:00:00.000Z,Restaurant,20744,0,0,U
